Mes,Acumulado Solicitudes,Acumulado Consultas,;;;;;;
;;;;;;
may-16,1666,1540;;;;;;
jun-16,3762,2952;;;;;;
jul-16,6289,4782;;;;;;
ago-16,11262,6617;;;;;;
sep-16,13397,8304;;;;;;
oct-16,15582,11159;;;;;;
nov-16,17141,14924;;;;;;
dic-16,19029,17517;;;;;;
ene-17,23351,18612;;;;;;
feb-17,27673,19707;;;;;;
mar-17,30848,21895;;;;;;
abr-17,32327,23174;;;;;;
